PRMS_segid,comid_down,comid_seg,comid_cat
69_1,2591435,2588501;2588507;2588511;2588513;2588517;2588521;2588527;2588529;2591407;2591413;2591415;2591417;2591435;2593547,2586607;2586641;2588073;2588075;2588077;2588079;2588081;2588085;2588087;2588089;2588091;2588093;2588101;2588103;2588105;2588107;2588109;2588115;2588117;2588125;2588127;2588131;2588137;2588141;2588143;2588147;2588149;2588155;2588157;2588163;2588165;2588185;2588187;2588189;2588193;2588463;2588469;2588475;2588485;2588487;2588499;2588501;2588503;2588505;2588507;2588509;2588511;2588513;2588515;2588517;2588519;2588521;2588523;2588525;2588527;2588529;2588563;2591055;2591057;2591059;2591063;2591067;2591071;2591085;2591087;2591089;2591111;2591113;2591119;2591129;2591133;2591135;2591141;2591157;2591165;2591167;2591405;2591407;2591409;2591411;2591413;2591415;2591417;2591419;2591435;2591473;2591475;2591477;2591479;2591481;2591483;2591485;2591487;2593547
7_1,1748611,1748611,1748611
70_1,2591437,2591245;2591437,2591245;2591437
71_1,2591449,2591449;932040295;932040296,2591259;2591293;2591295;2591307;2591309;2591317;2591327;2591445;2591447;2591449;932040293;932040294;932040295;932040296
8_1,1748577,1748577;1748579;1748593;1748609;1748619;1748747,1748577;1748579;1748581;1748593;1748597;1748609;1748619;1748747
8_2,1748719,1748719,1748719
843_1,4778811,4778805;4778811;4779263;4779265;4779273;4779285;4779291;4779299;4779303,4778789;4778795;4778805;4778807;4778811;4779123;4779263;4779265;4779267;4779269;4779271;4779273;4779275;4779277;4779279;4779281;4779283;4779285;4779287;4779289;4779291;4779293;4779295;4779297;4779299;4779301;4779303;4779305;4779307;4779309;4779311;4779313;4779315;4779317;4779319;4779321;4779323;4779325;4779327;4779329;4779331;4779333;4779335;4779337;4779339;4779355;4779867;4779869;4779871;4779873;4779875;4779877;4779879;4779881;4779883;4779943
844_1,4779015,4778885;4778905;4778909;4778921;4778937;4778941;4778951;4778969;4778979;4778991;4779005;4779015;4779147,4778875;4778877;4778883;4778885;4778887;4778893;4778895;4778899;4778905;4778907;4778909;4778913;4778915;4778917;4778919;4778921;4778923;4778925;4778929;4778931;4778933;4778935;4778937;4778939;4778941;4778945;4778947;4778949;4778951;4778953;4778955;4778957;4778959;4778963;4778969;4778971;4778973;4778977;4778979;4778981;4778989;4778991;4778993;4779005;4779011;4779015;4779107;4779137;4779139;4779145;4779147;4779149;4779151;4779153;4779171
845_1,4779053,4779045;4779053,4778961;4778967;4778975;4778987;4778997;4778999;4779001;4779007;4779009;4779013;4779017;4779019;4779021;4779023;4779027;4779029;4779031;4779033;4779035;4779037;4779039;4779041;4779043;4779045;4779047;4779049;4779053;4779057;4779075;4779109;4779111;4779113;4779115;4779117;4779119;4779155;4779173;4779175;4780515;4780523;4780535;4780559;4781995;4782747
846_1,4779167,4778985;4779163;4779167;4779725;4779861;4779919,4778985;4779025;4779157;4779161;4779163;4779167;4779725;4779861;4779919
847_1,4779499,4779361;4779399;4779401;4779419;4779435;4779457;4779499;4779843,4779345;4779347;4779349;4779351;4779353;4779357;4779359;4779361;4779363;4779365;4779367;4779369;4779371;4779373;4779375;4779377;4779379;4779381;4779383;4779387;4779389;4779391;4779393;4779395;4779397;4779399;4779401;4779409;4779411;4779419;4779421;4779435;4779457;4779499;4779835;4779837;4779839;4779841;4779843;4779885;4779887;4779889;4779929;4779931;4779933;4779947;4779949;4779951;24946243;24946259;24946261;24946263;932040163;932040164
848_1,4779607,4779571;4779577;4779581;4779597;4779607;4779615;4779857,4779385;4779405;4779417;4779423;4779425;4779427;4779429;4779431;4779433;4779441;4779455;4779461;4779473;4779481;4779489;4779497;4779513;4779515;4779517;4779527;4779531;4779541;4779543;4779545;4779551;4779553;4779555;4779557;4779565;4779571;4779577;4779579;4779581;4779583;4779585;4779587;4779589;4779591;4779593;4779595;4779597;4779607;4779615;4779617;4779619;4779621;4779633;4779645;4779655;4779831;4779849;4779851;4779853;4779855;4779857;4779891;4779893;4779895;4779899;4779901;4779903;4779905;4779935
849_1,4779657,4778821;4778823;4778833;4778837;4778839;4778841;4778847;4778851;4778855;4778861;4778865;4778867;4778871;4778881;4778897;4778903;4778911;4779105;4779135;4779467;4779477;4779491;4779535;4779539;4779567;4779605;4779609;4779623;4779639;4779647;4779653;4779657,4778809;4778813;4778819;4778821;4778823;4778825;4778827;4778829;4778831;4778833;4778835;4778837;4778839;4778841;4778843;4778845;4778847;4778849;4778851;4778853;4778855;4778857;4778859;4778861;4778863;4778865;4778867;4778869;4778871;4778873;4778879;4778881;4778889;4778891;4778897;4778901;4778903;4778911;4778927;4778943;4779103;4779105;4779125;4779127;4779129;4779131;4779133;4779135;4779141;4779143;4779179;4779403;4779407;4779413;4779415;4779437;4779439;4779443;4779445;4779447;4779449;4779451;4779453;4779459;4779465;4779467;4779477;4779479;4779491;4779529;4779535;4779537;4779539;4779567;4779569;4779605;4779609;4779613;4779623;4779625;4779629;4779639;4779641;4779647;4779651;4779653;4779657;4779845;4779847;4779945;4787585
850_1,4779697,4779631;4779649;4779663;4779667;4779683;4779685;4779691;4779697;4779909;4779913;4779917,4779463;4779469;4779471;4779475;4779483;4779485;4779487;4779519;4779521;4779523;4779525;4779533;4779547;4779549;4779559;4779561;4779563;4779573;4779575;4779599;4779601;4779603;4779611;4779627;4779631;4779635;4779637;4779643;4779649;4779661;4779663;4779665;4779667;4779669;4779671;4779683;4779685;4779687;4779689;4779691;4779693;4779697;4779699;4779897;4779907;4779909;4779911;4779913;4779915;4779917;4779921;4779937;4779939
851_1,4779703,4779681;4779695;4779703;4779717;4779737;4779745,4779673;4779675;4779677;4779679;4779681;4779695;4779703;4779717;4779727;4779729;4779735;4779737;4779745
852_1,4779719,4779715;4779719,4778965;4779659;4779713;4779715;4779719
853_1,4779859,4779705;4779709;4779711;4779859,4779701;4779705;4779707;4779709;4779711;4779721;4779723;4779731;4779733;4779859
854_1,4780625,4779059;4779069;4780493;4780579;4780611;4780625;4782199;4782205;4782207;4782243;4782253,4779051;4779055;4779059;4779067;4779069;4779071;4779073;4779159;4779165;4780493;4780495;4780497;4780499;4780501;4780507;4780509;4780513;4780517;4780521;4780553;4780557;4780565;4780571;4780579;4780581;4780601;4780609;4780611;4780613;4780625;4780637;4782193;4782199;4782201;4782203;4782205;4782207;4782209;4782243;4782253;4782641;4782645;932040256;932040259;932040270;932040273
855_1,4780723,4780573;4780627;4780635;4780643;4780671;4780681;4780723,4780531;4780543;4780549;4780551;4780573;4780575;4780577;4780615;4780627;4780633;4780635;4780639;4780641;4780643;4780671;4780679;4780681;4780683;4780723;4781997;4782001;4782191;4782635
856_1,4780787,4780569;4780607;4780717;4780729;4780749;4780787,4780567;4780569;4780607;4780647;4780715;4780717;4780725;4780729;4780731;4780749;4780787
857_1,4780921,4780619;4780657;4780673;4780699;4780735;4780745;4780775;4780843;4780855;4780921,4780591;4780617;4780619;4780621;4780657;4780659;4780673;4780675;4780677;4780697;4780699;4780701;4780703;4780705;4780735;4780743;4780745;4780759;4780763;4780773;4780775;4780779;4780785;4780843;4780855;4780857;4780865;4780921;4782003;4782005;4782013;4782015;4782021;4782023;4782211;4782655
858_1,4781171,4780733;4780809;4780847;4780859;4780927;4780949;4780971;4780987;4781141;4781171;4782029;4782045;4782053,4780733;4780737;4780739;4780809;4780831;4780833;4780847;4780849;4780859;4780867;4780873;4780883;4780903;4780909;4780923;4780925;4780927;4780933;4780949;4780951;4780965;4780971;4780973;4780977;4780979;4780985;4780987;4781015;4781017;4781041;4781055;4781059;4781079;4781107;4781139;4781141;4781147;4781171;4782011;4782025;4782029;4782045;4782053;4782277;4782279;4782639;4782649;4782651
859_1,4781199,4780943;4780995;4781021;4781033;4781043;4781153;4781199,4780915;4780919;4780943;4780947;4780995;4781019;4781021;4781033;4781043;4781045;4781047;4781049;4781067;4781081;4781121;4781123;4781137;4781153;4781199;4782027;4782039;4782657;4782659;4782667
860_1,4781261,4781261,4781173;4781261
861_1,4781633,4781565;4781583;4781599;4781609;4781633,4781565;4781567;4781583;4781599;4781601;4781609;4781631;4781633
862_1,4781635,4781373;4781389;4781417;4781433;4781467;4781473;4781523;4781545;4781559;4781593;4781635,4781327;4781345;4781349;4781359;4781373;4781379;4781387;4781389;4781393;4781417;4781419;4781425;4781433;4781435;4781439;4781467;4781473;4781475;4781509;4781511;4781515;4781523;4781525;4781527;4781539;4781545;4781547;4781559;4781589;4781591;4781593;4781595;4781635;4782109;4782111;4782355;4782673
863_1,4781647,4781405;4781413;4781471;4781517;4781519;4781521;4781551;4781579;4781619;4781643;4781647;4781657;4782127;4782145;4782481;4782699,4781405;4781411;4781413;4781471;4781485;4781505;4781507;4781517;4781519;4781521;4781531;4781543;4781551;4781563;4781577;4781579;4781603;4781605;4781607;4781611;4781619;4781621;4781623;4781627;4781629;4781643;4781645;4781647;4781653;4781657;4781665;4781667;4781669;4781673;4781697;4781703;4781705;4781707;4781711;4781737;4781745;4782127;4782131;4782135;4782137;4782145;4782147;4782149;4782481;4782555;4782607;4782609;4782699;4782703;4782705;4782707;4782709;4782711;4782713;4782715;4782717;4782719;4782723;4782725
864_1,4781731,4781295;4781487;4781529;4781561;4781587;4781597;4781615;4781639;4781729;4781731;4782117;4782139;4782159,4781295;4781455;4781465;4781487;4781529;4781537;4781557;4781561;4781575;4781581;4781585;4781587;4781597;4781613;4781615;4781625;4781639;4781641;4781671;4781679;4781681;4781699;4781717;4781729;4781731;4781735;4782117;4782125;4782133;4782139;4782143;4782151;4782159;4782161;4782331;4782443;4782675
865_1,4781877,4781877;4781891;4781897;4781903;4781929;4781931;4781933;4781935;4782177,4781877;4781889;4781891;4781897;4781903;4781905;4781907;4781911;4781927;4781929;4781931;4781933;4781935;4781949;4781963;4781965;4782177;4782183;4782735;4782741
866_1,4782009,4780685;4782009;4782637,4780685;4780687;4782009;4782637
867_1,4782017,4780793;4782017;4783207,4780689;4780793;4780829;4782017;4782983;4783063;4783079;4783081;4783109;4783113;4783139;4783141;4783177;4783179;4783187;4783207;4783233;4783251;4783255;4783257;4783265;4783279;4783281;4783289;4783291;4783293;4783295;4783299;4783301;4783311;4783321;4783325;4783331;4783333;4783335;4783397;4783413;4783451
868_1,4782087,4780899;4780955;4780963;4780997;4780999;4781013;4781073;4781083;4781099;4781103;4781109;4781165;4781195;4782031;4782061;4782087;4782261;4782275;4782281;4782285;4782287;4782757;4787593,4780561;4780563;4780583;4780585;4780587;4780589;4780603;4780605;4780629;4780631;4780645;4780651;4780653;4780655;4780667;4780669;4780691;4780693;4780695;4780707;4780709;4780711;4780713;4780719;4780721;4780727;4780747;4780755;4780761;4780765;4780767;4780769;4780771;4780781;4780783;4780799;4780801;4780803;4780805;4780807;4780813;4780815;4780817;4780819;4780821;4780823;4780841;4780869;4780871;4780879;4780887;4780889;4780891;4780893;4780895;4780897;4780899;4780901;4780911;4780913;4780917;4780931;4780937;4780939;4780941;4780945;4780953;4780955;4780957;4780959;4780961;4780963;4780969;4780989;4780997;4780999;4781001;4781013;4781027;4781029;4781031;4781035;4781039;4781053;4781057;4781061;4781069;4781073;4781083;4781085;4781091;4781093;4781099;4781103;4781109;4781111;4781133;4781149;4781151;4781159;4781161;4781165;4781167;4781175;4781177;4781179;4781181;4781183;4781195;4781197;4781237;4781271;4782007;4782031;4782033;4782035;4782049;4782057;4782059;4782061;4782085;4782087;4782101;4782217;4782247;4782249;4782261;4782263;4782275;4782281;4782283;4782285;4782287;4782289;4782643;4782647;4782653;4782661;4782745;4782755;4782757;4787593
869_1,4782107,4781305;4781313;4782107,4781305;4781311;4781313;4781315;4781319;4782089;4782107;4782671
870_1,4782141,4781075;4781117;4781143;4781245;4781323;4781357;4781369;4781399;4781443;4781477;4781489;4781513;4781549;4781553;4782097;4782141,4781075;4781077;4781117;4781119;4781143;4781145;4781185;4781243;4781245;4781279;4781285;4781323;4781325;4781331;4781333;4781351;4781355;4781357;4781369;4781371;4781395;4781397;4781399;4781401;4781415;4781437;4781443;4781453;4781477;4781479;4781483;4781489;4781491;4781497;4781499;4781513;4781533;4781541;4781549;4781553;4781555;4782091;4782093;4782095;4782097;4782099;4782113;4782141;4782669;4782677
871_1,4782153,4782153,4781617;4782153
872_1,4782171,4782171,4781883;4782171
873_1,4782187,4781777;4781809;4781821;4781831;4782163;4782173;4782185;4782187,4781733;4781773;4781777;4781779;4781809;4781819;4781821;4781823;4781829;4781831;4781833;4781941;4781955;4782163;4782173;4782185;4782187
874_1,4782189,4782189,4781225;4781227;4781249;4782189;4782663
875_1,4782255,4782229;4782237;4782255;4782759,4780741;4782229;4782231;4782237;4782255;4782759
876_1,4782257,4782251;4782257;4782259;4782763;4782765,4782251;4782257;4782259;4782763;4782765
877_1,4782265,4779169;4779177;4779923;4779927;4782197;4782213;4782221;4782235;4782239;4782265;932040315;932040316,4779063;4779065;4779169;4779177;4779755;4779757;4779767;4779769;4779771;4779773;4779775;4779777;4779781;4779783;4779787;4779789;4779791;4779795;4779797;4779799;4779805;4779807;4779809;4779825;4779827;4779829;4779923;4779925;4779927;4780489;4780491;4780503;4780519;4780525;4780527;4780529;4780533;4780537;4780539;4780541;4780545;4780547;4780555;4782195;4782197;4782213;4782215;4782219;4782221;4782223;4782225;4782227;4782233;4782235;4782239;4782241;4782245;4782265;4782881;4782883;4782885;4782893;4782895;4782897;4782903;4782913;4782921;4782923;4782925;4782927;4782929;4782931;4782935;4782943;4782945;4782949;4782955;4782957;4782963;4782971;4782975;4782977;4782981;4782987;4782997;4783015;4783425;4783427;4783487;4787587;932040313;932040314;932040315;932040316
878_1,4782271,4782267;4782271,4782267;4782271
879_1,4782273,4782273,4780593;4780595;4780597;4780599;4780623;4780649;4782269;4782273
880_1,4782307,4782297;4782307,4780661;4780663;4780665;4780751;4782293;4782295;4782297;4782307
881_1,4782309,4780885;4782019;4782309,4780839;4780881;4780885;4782019;4782309
882_1,4782313,4782313,4782313
883_1,4782395,4781253;4781257;4781277;4781283;4782103;4782395,4781187;4781193;4781253;4781257;4781259;4781277;4781283;4782071;4782103;4782327;4782329;4782395
884_1,4782429,4782323;4782335;4782337;4782343;4782345;4782353;4782365;4782367;4782369;4782385;4782389;4782391;4782397;4782401;4782403;4782411;4782413;4782421;4782427;4782429;4782439;4782753;4787595;4787597;4787599,4780791;4780795;4780797;4780811;4780825;4780827;4780835;4780837;4780845;4780851;4780853;4780861;4780863;4780875;4780877;4780905;4780907;4780929;4780935;4780975;4780981;4780983;4780991;4780993;4781003;4781005;4781007;4781009;4781011;4781023;4781025;4781037;4781051;4781063;4781065;4781071;4781087;4781089;4781095;4781097;4781101;4781105;4781113;4781115;4781125;4781127;4781129;4781131;4781135;4781155;4781157;4781163;4781169;4781189;4781191;4781201;4781203;4781205;4781207;4781209;4781211;4781213;4781219;4781221;4781223;4781229;4781231;4781233;4781235;4781239;4781241;4781247;4781251;4781255;4781267;4781269;4781273;4781275;4781281;4781287;4781289;4781297;4781299;4781301;4781303;4781307;4781309;4781317;4781321;4781329;4781335;4781337;4781339;4781341;4781343;4781347;4781353;4781361;4781365;4781367;4781377;4781381;4781383;4781391;4781403;4781457;4781459;4781463;4781469;4781481;4782037;4782047;4782051;4782055;4782063;4782065;4782067;4782069;4782073;4782075;4782077;4782105;4782291;4782299;4782301;4782303;4782305;4782311;4782315;4782317;4782319;4782321;4782323;4782325;4782333;4782335;4782337;4782339;4782341;4782343;4782345;4782347;4782349;4782351;4782353;4782359;4782361;4782363;4782365;4782367;4782369;4782371;4782373;4782375;4782383;4782385;4782387;4782389;4782391;4782393;4782397;4782399;4782401;4782403;4782405;4782407;4782409;4782411;4782413;4782415;4782417;4782419;4782421;4782423;4782425;4782427;4782429;4782431;4782433;4782439;4782449;4782451;4782453;4782475;4782477;4782479;4782665;4782679;4782681;4782683;4782685;4782691;4782695;4782701;4782749;4782753;4782769;4782771;4782773;4782777;4783337;4783339;4783341;4783343;4783489;4787595;4787597;4787599
885_1,4782441,4782441,4782441
886_1,4782501,4782491;4782495;4782501;4782527;4782557,4781571;4781573;4781649;4781651;4781655;4781659;4781661;4781663;4781743;4781759;4781827;4781837;4781863;4781867;4781881;4781909;4781915;4781917;4781923;4781937;4782155;4782157;4782489;4782491;4782493;4782495;4782497;4782501;4782527;4782537;4782539;4782557;4782689;4782697;4782731
887_1,4782503,4782379;4782437;4782447;4782455;4782459;4782471;4782483;4782487;4782503,4781263;4781265;4781291;4781293;4781363;4781375;4781385;4781407;4781409;4781421;4781423;4781427;4781429;4781431;4781441;4781445;4781447;4781449;4781451;4781461;4781493;4781495;4781501;4781503;4781535;4781569;4781637;4782079;4782081;4782083;4782115;4782123;4782129;4782357;4782377;4782379;4782381;4782435;4782437;4782445;4782447;4782455;4782457;4782459;4782461;4782463;4782465;4782467;4782469;4782471;4782473;4782483;4782485;4782487;4782503;4782687;4782693
888_1,4782505,4781687;4781689;4781691;4782505;4782507,4781677;4781687;4781689;4781691;4781693;4781695;4781715;4781747;4782505;4782507;4782545;4782547
889_1,4782541,4782511;4782513;4782519;4782523;4782531;4782533;4782541;4787601,4781713;4781719;4781721;4781723;4781739;4781749;4781753;4781755;4781757;4781765;4781767;4781769;4781771;4781775;4781781;4781783;4781785;4781787;4781789;4781791;4781793;4781795;4781797;4781799;4781801;4781803;4781805;4781807;4781811;4781813;4781817;4781825;4781835;4781839;4781841;4781845;4781847;4781849;4781851;4781853;4781855;4781857;4781859;4781861;4781865;4781879;4781885;4781893;4781899;4781921;4781925;4782169;4782509;4782511;4782513;4782515;4782517;4782519;4782521;4782523;4782525;4782529;4782531;4782533;4782535;4782541;4782569;4782573;4782575;4782581;4782583;4782611;4782621;4782623;4782721;4782729;4782733;4782737;4782739;4782743;4787601
890_1,4782543,4781675;4781683;4781727;4781741;4782543,4781675;4781683;4781685;4781725;4781727;4781741;4782543
891_1,4782559,4782549;4782559,4781815;4782549;4782551;4782559
892_1,4782565,4782565;4782567,4782565;4782567
893_1,4782629,4782629,4782629
894_1,4782625,4782625,4782625
895_1,4782627,4782561;4782571;4782585;4782591;4782593;4782595;4782601;4782613;4782619;4782627,4781701;4781709;4781751;4781761;4781763;4781869;4781871;4781873;4781875;4781887;4781895;4781901;4781913;4781919;4781939;4781943;4781945;4781947;4781951;4781953;4781957;4781959;4781961;4781967;4781971;4781973;4781975;4782175;4782499;4782553;4782561;4782563;4782571;4782577;4782579;4782585;4782587;4782589;4782591;4782593;4782595;4782597;4782599;4782601;4782603;4782605;4782613;4782615;4782617;4782619;4782627;4782727;4782761;4782775
896_1,4783025,4779739;4779743;4779801;4779821;4782889;4782907;4782919;4782995;4783001;4783011;4783021;4783025,4779739;4779741;4779743;4779779;4779785;4779793;4779801;4779803;4779811;4779813;4779815;4779817;4779819;4779821;4779823;4779941;4782873;4782875;4782877;4782879;4782887;4782889;4782891;4782899;4782901;4782905;4782907;4782909;4782911;4782915;4782917;4782919;4782933;4782937;4782939;4782941;4782947;4782951;4782953;4782959;4782961;4782965;4782967;4782969;4782973;4782979;4782991;4782993;4782995;4783001;4783007;4783009;4783011;4783021;4783025;4783389;4783429;4783431;4783483;4783485
897_1,4783069,4783059;4783069;4783071;4783075,4782989;4783003;4783005;4783013;4783017;4783019;4783029;4783031;4783033;4783035;4783039;4783043;4783045;4783047;4783049;4783051;4783055;4783057;4783059;4783061;4783069;4783071;4783075;4783077;4783083;4783085;4783095;4783395;4783435;4783447
898_1,4783101,4783101;4783127;4783473,4783091;4783101;4783103;4783107;4783127;4783473
899_1,4783213,4783213;4783455;4783457,4783197;4783213;4783455;4783457;4783465
9_1,1748723,1748543;1748563;1748713;1748723,1748539;1748543;1748545;1748563;1748565;1748713;1748723
900_1,4783303,4783303;4783305;4783309;4783317,4783303;4783305;4783307;4783309;4783317
901_1,4783445,4783037;4783437;4783439;4783445;4783449;4787589,4782985;4782999;4783037;4783041;4783065;4783087;4783089;4783433;4783437;4783439;4783441;4783443;4783445;4783449;4787589
902_1,4783453,4783235;4783237;4783239;4783253;4783453;4783461;4783467;4783471,4783131;4783133;4783203;4783209;4783219;4783223;4783225;4783229;4783235;4783237;4783239;4783253;4783267;4783269;4783283;4783285;4783297;4783313;4783319;4783327;4783453;4783459;4783461;4783463;4783467;4783469;4783471
903_1,4783475,4783157;4783159;4783173;4783175;4783183;4783193;4783195;4783201;4783215;4783401;4783409;4783475,4783093;4783097;4783099;4783111;4783115;4783117;4783119;4783121;4783123;4783125;4783129;4783135;4783137;4783143;4783145;4783149;4783151;4783153;4783155;4783157;4783159;4783161;4783165;4783167;4783169;4783173;4783175;4783183;4783185;4783189;4783191;4783193;4783195;4783199;4783201;4783215;4783227;4783231;4783243;4783247;4783249;4783259;4783261;4783263;4783271;4783275;4783287;4783315;4783323;4783329;4783401;4783409;4783411;4783475;4783477;4783479;4783481
904_1,4784831,4782633;4784831,4781987;4782631;4782633;4784831
905_1,4784843,4784833;4784835;4784837;4784841;4784843,4784489;4784833;4784835;4784837;4784839;4784841;4784843
